station_id,stationname,date,daytype,rides
40190,Sox-35th-Dan Ryan,01/06/2024,A,1029
40190,Sox-35th-Dan Ryan,01/07/2024,U,823
40190,Sox-35th-Dan Ryan,01/08/2024,W,1660
40190,Sox-35th-Dan Ryan,01/09/2024,W,1618
40190,Sox-35th-Dan Ryan,01/10/2024,W,1879
40190,Sox-35th-Dan Ryan,01/11/2024,W,1913
40190,Sox-35th-Dan Ryan,01/12/2024,W,1256
40190,Sox-35th-Dan Ryan,01/13/2024,A,923
40190,Sox-35th-Dan Ryan,01/14/2024,U,481
40190,Sox-35th-Dan Ryan,01/15/2024,W,697
40190,Sox-35th-Dan Ryan,01/16/2024,W,950
40190,Sox-35th-Dan Ryan,01/17/2024,W,1620
40190,Sox-35th-Dan Ryan,01/18/2024,W,1835
40190,Sox-35th-Dan Ryan,01/19/2024,W,1615
40190,Sox-35th-Dan Ryan,01/20/2024,A,939
40190,Sox-35th-Dan Ryan,01/21/2024,U,728
40190,Sox-35th-Dan Ryan,01/22/2024,W,1764
40190,Sox-35th-Dan Ryan,01/23/2024,W,1830
40190,Sox-35th-Dan Ryan,01/24/2024,W,1930
40190,Sox-35th-Dan Ryan,01/25/2024,W,1934
40190,Sox-35th-Dan Ryan,01/26/2024,W,1844
40190,Sox-35th-Dan Ryan,01/27/2024,A,1225
40190,Sox-35th-Dan Ryan,01/28/2024,U,864
40190,Sox-35th-Dan Ryan,01/29/2024,W,1806
40190,Sox-35th-Dan Ryan,01/30/2024,W,1938
40190,Sox-35th-Dan Ryan,01/31/2024,W,1952
40210,Damen-Cermak,01/01/2024,U,342
40210,Damen-Cermak,01/02/2024,W,781
40210,Damen-Cermak,01/03/2024,W,814
40210,Damen-Cermak,01/04/2024,W,871
40210,Damen-Cermak,01/05/2024,W,860
40210,Damen-Cermak,01/06/2024,A,554
40210,Damen-Cermak,01/07/2024,U,469
40210,Damen-Cermak,01/08/2024,W,932
40210,Damen-Cermak,01/09/2024,W,946
40210,Damen-Cermak,01/10/2024,W,1019
40210,Damen-Cermak,01/11/2024,W,1064
40210,Damen-Cermak,01/12/2024,W,767
40210,Damen-Cermak,01/13/2024,A,573
40210,Damen-Cermak,01/14/2024,U,369
40210,Damen-Cermak,01/15/2024,W,393
40210,Damen-Cermak,01/16/2024,W,531
40210,Damen-Cermak,01/17/2024,W,914
40210,Damen-Cermak,01/18/2024,W,982
40210,Damen-Cermak,01/19/2024,W,928
40210,Damen-Cermak,01/20/2024,A,570
40210,Damen-Cermak,01/21/2024,U,463
40210,Damen-Cermak,01/22/2024,W,986
40210,Damen-Cermak,01/23/2024,W,997
40210,Damen-Cermak,01/24/2024,W,1092
40210,Damen-Cermak,01/25/2024,W,1067
40210,Damen-Cermak,01/26/2024,W,1078
40210,Damen-Cermak,01/27/2024,A,593
40210,Damen-Cermak,01/28/2024,U,498
40210,Damen-Cermak,01/29/2024,W,937
40210,Damen-Cermak,01/30/2024,W,1087
40210,Damen-Cermak,01/31/2024,W,1088
40220,Western-Forest Park,01/01/2024,U,326
40220,Western-Forest Park,01/02/2024,W,411
40220,Western-Forest Park,01/03/2024,W,430
40220,Western-Forest Park,01/04/2024,W,471
40220,Western-Forest Park,01/05/2024,W,432
40220,Western-Forest Park,01/06/2024,A,319
